cleaned_content,sentiment
top up qris tidak berhasil tapi saldo di atm terpotong dan pengajuan dana nya lama banget! petugas nya juga bodoamatan!,0
"pelayanannya sngat tidak bagus, adminnya slow respon",0
aplikasi sampah masa memasuki kode otp sudah benar malah salah aneh terus juga kalau sudah lama tidak dibuka suruh login lagi apa coba begini amat mau pesan tiket malah dibikin ribet sampai sekarang masih saja suka tiba tiba logout kalau tidak pakai kereta tidak bakal download nih aplikasi tidak jelas,0
tidak bisa login sudah coba ber-bagai cara tetap tidak bisa login sudah di uninstall tetap tidak bisa login padahal sudah memasuki data yang benar email no hp dulu tetap saja failed,0
"kenapa tiap login, sudah memasuki pin masih meminta otp? astaga. btw, balikin duit gue, saldo yang terpotong 2 kali, berkali kali.",0
"sekelas bumn buat aplikasi kayak sampah, sdm oh sdm",0
"pengalaman saya dengan jak lingko sangat buruk justru pada saat ketika saya sangat membutuhkan jak lingko. feeder tj rute serpong-kalideres yang hanya melayani hingga jam 10 malam, akhirnya membuat saya terlunta-lunta. ditambah lagi, feeder tj rute yang sama juga seringkali terlambat hingga 30-40 menit, sehingga acara saya batal. semoga ada penambahan feeder tj rute yang sama, dari yang hanya sejam sekali menjadi sejam 2-3x. selain itu, tolonglah jam operasionalnya ditambah supaya memudahkan.",0
"bagaimana ceritanya aplikasi sampah kayak begini dapat rating 4,8? sampah",0
gagal mudik gara-gara aces by kai tidak bisa memuat jadwal kereta wajah terbalik kecewa banget masak setiap tahunnya harus seperti ini yang harus war tiket kereta di jam 12 malam belum lagi kalau aplikasinya lagi error jadi harus ekstra bersabar dan siap-siap menanggung rasa kecewa karena kehabisan tiket gara-gara aplikasinya overload wajah malaikat,0
"tadi pagi gue top up saldo fello diaplikasi ini biar mudah untuk pembayarannya, sebelumnya gue pakai qris untuk pembayarannya, tapi kenapa setelah top up malah tidak muncul pembayarannya? qris pun tidak bisa juga, malah petugas busway nyuruh ngecilin huruf dihp gue, gue sudah mencoba dihp gue 1 lagi tidak bisa juga. nah petugas busway mencoba pakai dihp dia bisa, muncul pembayarannya. ada yang ngalamin hal yang sama? saldo gue masih ngendap diapk, tau begitu mending gue tidak usah top up gara-gara aplikasi ini gue telat berangkat kerja!",0
aplikasi jelek,0
kalau sudah disebar publik begini harusnya sistemnya lebih siap lagi,0
"perusahaan besar kok servernya begini, order sampai kesulitan saking banyaknya yang oder. beli server masa tidak mampu? tutup ganti jualan gorengan!",0
"aplikasi broken, belum bisa mengatasi jadwal crowded pemesanan, mohon perbaikannya",0
"saya ingin membuat akun tapi tidak mendapatkan kode otp sudah saya coba selama 1 minggu tetap tidak bisa, layanan keluhan juga tidak berguna, selalu disuruh menunggu, masa selama 1 minggu masih menunggu",0
"aplikasi payah, petugasnya juga apda payah, makan gaji buta semua, halte pluit tuh perhatikan mau keluar tidak bisa pakai aplikasi kita naik juga tidak gratis ya! makan gaji buta!",0
kak ini fitur kelola tiketnya hilang kemana ya,0
"sudah beli tiket krl eh tidak muncul barcode nya,sampai 2× saya coba pesan tetap tidak bisa malah saldo ke potong 2×.parah lemot banget!",0
"sistem tap ini dan tap out sarat akan korupsi. mau refund saja susahnya meminta ampun. dari awal sistem ini dijalankan saya sudah menduga pasti ada celah dari sistem ini. sebenarnya bisa diminimalkan bila sistem di mesin tap on bus itu terkoneksi dengan mesin di halte. ini kenyataannya, kalau naik dari brt dan turun nonbrt, pasti kartu terblokir rata-rata (entah saat di nonbrt atau keesokannya). begitu juga sebaliknya. memang motto ""kalau ada yang susah mengapai dibuat gmpng"" itu benar",0
tidak bekerja,0
"menu dalam aplikasi salah satunya isi pulsa, laporan nya sukses, tapi pulsa tidak masuk ke nomer yang di isi, sudah dicek berkali kali, memastikan nomer yang dituju benar, tapi pulsa tidak masuk, dan saldo terpotong",0
"tidak bisa daftar, mentok di otp karena tidak dikirim kirim.",0
kenapa tidak bisa buat refund tiket?,0
"nelpon cs habis puluhan ribu tidak ada solusi bikin di akun lain berbelit"" mau jadi member basic juga, alibi email atau apalah sudah digunakan sangat memusingkan",0
"aplikasi gampang error, sudah bayar tetapi tidak masuk",0
"untuk saldo masuk setelah top up kaipay itu cukup lama 15 menit lalu agak sulit saat top di e-mbanking terutama di mandiri muncul notifikasi ""nomor tidak ditemukan"" dan riwayat kaipay susah untuk muncul.",0
kesulitan beli tiket jadwal tidak di temukan padahal jam 00:00 masak tiba-tiba habis,0
"aku sudah pesan, sudah bayar, tapi habis itu tiketnya tidak muncul diaplikasi. sudah ku coba reload berkali2 tetap tidak muncul. . hubungan cs nya susah banget kayak telur .",0
war tiket kereta api hanya ada di kai #bumncalo #banyakcalo calo kenyang,0
ggk usah banyak kata. intinya ini aplikasi busuk.!,0
"aplikasinya tidak jelas masa mau ngebatalin tiket saja ribet amat orang pesan buat orang tua terus mau, dibatalkan eh ribet amat inilah itulah. tidak jelas, kecewa.",0
"ini aplikasi birokrasi banget cara kerjanya, banyak meminta instal aplikasi lain. padahal cukup instal satu aplikasi saja bisa banyak guna dan manfaat.",0
"selalu begini loh aplikasi nya, kesel banget sudah menunggu 30 menit merah terus tapi tiket nya ngurang. tidak mungkin hp + sinyal saya ini yang bermasalah, pasti aplikasi nya ini. tolong lah di perbaiki, kesel lama-lama makek ini aplikasi",0
mengecewakan download aplikasi jaklinko tidak valid.,0
error tidak bisa login,0
tidak bisa login tidak bisa ganti password ribet banget sekarang kai,0
"jelek, karna tidak bis a diubah jadwal",0
tolong di tingkatkan aplikasi ini supaya bisa dibuka untuk offline pada saat lihat tiket,0
sesukamu saja lah kai bikin bete mau beli tiket saja susah benar kayak ngrebutin ajha wajah muntah,0
"tidak bisa pakai ovo, gopay, dana lagi",0
"aplikasi bapuk, sering kali merasakan sudah mulai antri dari jam 00.00 dan sudah terlanjur isi kai pay ujung""nya time out mulu dan tiket sudah habis. lebih manusiawi antri seperti dulu beli tiket di stasiun.",0
"kurang efisien untuk metode tiket jakarta hajatan di jis, sehaursnya di hari h, dan juga di aplikasinya selalu error",0
jelek pakai aplikasi begini mau login saja susah banget . bukannya memudahkan malah menyulitkan mau beli tiket.,0
"error terus, tampilan selalu memuat saldo, jadi tidak bisa dipakai aplikasinya",0
"aplikasi update kok kesanya maksa ya. harus di update wajib ,hum",0
sulit masuknya untuk pesan tiket tau tau tiket sudah habis,0
"aplksi tolong dibenerin .ksian orang-orang apalagi yang lokal ekonomi p, tapi sering banget² tba2 error , out terus gaisa log ini, sering tersedia tapi pas di pilih no seat, kadang juga ditulisnya tanpa kursi tapi dpet kursi, kadang kosong semua, misal dari hari kamis jumat sabtu, pas aku pilih hari jumat kosong semua, tinggal kamisnya jam malam trpaksa pilih kamis malam.karena jumat tidak dah lagi . besokanya aku cari lagi yang jumat, trnyta tersedia yang paling pagi . yang agak siangan tersedia tapi no seat. error terus.",0
40 minta menunggu 7q tidak lewat-lewat,0
error tidak bisa masuk,0
"hari ini terjadi keterlambatan, tiket yang sudah dibeli dan sudah dijadwalkan tidak bisa digunakan, kedepannya harap diberikan kompensasi atas keterlambatan tersebut.",0
"kai-pay nya sangat parah, diisi saldo tidak bisa buat bayar di aplikasi, (data not found) sekalinya isi harus menunggu 15 menit kan parah, tendang saja, ganti e-wallet nya woy",0
jelek se jelek jeleknya sering error mana tidak ada penjaga!,0
aplikasi nya error mana belum e boarding pas,0
"aplikasi kocag, tidak becus bikin aplikasi, masuk kerja dari orang dalem . aplikasinya lebih bagus game tetris",0
ini bagaimana cerita ya.tiba-tiba aplikasi log ut sendiri saja.mau log ini susah banget.tiket saya hangus.mau download tiket tidak bisa. tanggung jawab pt.kai,0
aplikasinya belum siap huufft,0
tidak bisa kirim otp via sms. tolong diperbaiki. tks,0
rute 5f tidak terdeteksi sama feedback tidak bisa di klik,0
aplikasi tidak dapat digunakan,0
sistem bobrok,0
bad. sudah beberapa kali daftar tapi tidak bisa coba lagi daftar masih tidak bisa sudah ada otp masih tidak bisa. chat ke kai by wa menunggu menunggu sudah sejam di suruh menunggu.,0
"aplikasi broken, belum bisa mengatasi jadwal crowded pemesanan, mohon perbaikannya",0
aplikasi tolol,0
"buruk! data tidak sesuai dengan yang ada dilapangan, selalu telat. pelayanan petugas juga banyak yang tidak paham",0
"aplikasi nya lemot sudah top up saldo tidak masuk"" sudah 3 hari .lewat cs respon nya masih begitu"" saja .ribet beli tiket online error terus aneh wajah tersenyum sombong wajah tersenyum sombong",0
"apaan aplikasi nya dihp saya banyak bug nya tidak jelas disaat pembayaran lewat kaipay, tolong perbaiki segera ya sistem nya, terimakasih",0
"tidak dapat terima otp untuk registrasi, login via google juga tidak bisa, aplikasinya juga suka freeze minimal dikasih loading begitu sama fe. bug critical kok bisa naik production ya. qa nya kemana, product managernya bagaimana",0
"tidak bisa masuk akun saya, padahal nomor hp nya benar selalu muncul tulisan ""failed request data""",0
"aplikadi bego ,baru di download sudah error",0
aplikasi tidak guna,0
"sangat buruk. mau beli tiket malah keterangannya ""update your phone ini your profile"". padahal sudah di update, tetap tidak bisa.",0
"error 1.sudah coba isi saldo di fello, tiba tiba fello nya error . server error 2. pop up metode pembayaran tidak muncul parah nih errornya",0
sudah 2x top up kai pay via mbanking selalu delay duh. tolong diperbaiki,0
aplikasi buruk sering upgrade terus,0
untuk pembayaran nya ditambahin lah jangan pakai astrapay doang mana astra pay aplikasi nya najis banget sering ngebug,0
sulit banget buat payment,0
"jika mau bayar, lama terus, lama terus, bagaimana sih ap nya",0
top up saldo kai paygak masuk2.padahal sudah benar va nya.ngechat tidak dilayan2i,0
"aplikasi tidak jelas meminta no otp sudah menunggu lama tidak keluar2,aplikasi sampah",0
tiap hari update terus,0
tidak bisa bisa di akses tidak nya selalu tidak tersedia,0
"aplikasi terburuk yang pernah ada. harga tiket semakin melonjak tapi tidak sebanding dengan kualitas aplikasi. sekelas perusahaan gede tapi aplikasi kalah kayak aplikasi ota sebelah. sering pas masuk buat pesan time out. no pembayaran tidak muncul, qris tidak keluar",0
kenapa update mulu sih aplikasi nya! qr juga selalu error pas mau tap ini atau tap out! benerin dulu lah sebelum launching,0
jelek ketika mau bayar malah close aplikasi hadeh,0
"sudah dibayar dan saldo berkurang, tetapi tidak mendapatkan tiket, sudah 2 kali",0
tiba-tiba keluar sendiri. login ulang tidak bisa(failed request data),0
baru kali ini beli tiket tidak muncul.baru banget kejadian hari ini. konfirm ke blubca tidak bisa refund sedangkan konfirm ke aplikasi ini langsung sangat ribet. jujur saja bukan kesalahan customer tapi detail infonya yang diminta agak mencurigakan.,0
angkotnya terlalu terburu-buru ingin jalan padahal masih ada penumpang lagi,0
aplikasi lemot banget,0
tidak bisa terdaftar,0
aplikasi kacau manajemen dan admin aplikasinya dadakan mulunkalo infoin,0
kenapa update mulu sih aplikasi nya! qr juga selalu error pas mau tap ini atau tap out! benerin dulu lah sebelum launching,0
mbak petugas yang di blok sama baca mengesalkan .sudah 2x mau masuk di persulit di paksa beli kartu,0
baru juga update sudah harus update lagi ini(,0
"tolong diperbaiki commuter line walahar sering ada keterlambatan pemberangkatan,untuk rute cikarang~cikampek nya.",0
buruk,0
"aduh tolong min banyak kurang nya aplikasi ini, saya mau registrasi masukan email tidak bisa, mau beli tiket tidak bisa, kecewa lah",0
pengembalian dana tolong dipercepat,0
lemot,0
"aplikasi masih kayak beta, banyak error nya. banyak buzzer bot",0
maaf kasih bintang 1 karena pelayanan untuk pengaduan nya slow respon,0
masa bentar bentar harus update payah,0
"jadwal commuter line cikarang nya tidak akurat, ketinggalan kereta jadinya",0
kok tidak bisa di bikin akun basic padahal sudah menerima kode tapi di lanjutkan tidak bisa,0
setelah di update malah makin lemot,0
maaf saya habis di perbarui kok tidak bisa login ya bagaimana ini caranya.tolong di samakan sama data yang sudah terdaftar di aplikasi lamanya.mohon di perbaiki secepatnya,0
ternyata jelek semua penilaian nya terpaksa uninstall,0
"payment pakai qris, saldo sudah terpotong tapi tiket tidak masuk. keterangannya pembayaran gagal, padahal di mbanking berhasil. hubungi cs tidak membantu sama sekali",0
"aplikasi sampah server sampah! beli tiket lokal saja susah banget timeout terus, kecewa berat sudah pesan tiket antar kota malah batal perkara gadapet kereta lokal buat ke stasiun tujuan!",0
setelah di update kolom pencarian malah tidak bisa sama sekali,0
server selalu error,0
time out teroooos,0
"sialan, tiba-tiba saldo kepotong jadi tidak bisa masuk. mana kondisi sedang sulit, mau brangkat kerja.",0
"sekarang ribet banget,mau pesan tiket saja mesti daftar member basic dulu,eh pas diikuti langkah""nya,terus terakhir dikirim kode otp melalui email sudah saya ketik tuh kode, tinggal klik lanjutkan doang susahnya meminta ampun,sampai bosan dan emosi saya, sudah menghubungi nomor whatsap,terus dm di instagram juga sama ke emailnya tetap tidak ada respon,di wa masa dari pagi jam 7 sampai ini siang cuma disuruh menunggu,dulu tidak kayak begini deh gmpng banget",0
ribet.chat by wa juga sama ribet nya. tidak nemu solusi,0
"lelet ,tidak bisa tf ke bank atau qris",0
"aplikasi tidak guna. beli harus promo.tidak ada pilihan lain disuruh update data.pas diisi tidak mau karena sudah dipakai sama no lain.coba login pakai no lain katanya passwords sudah beda.click lupa password tidak jalan.coba pakai password yang aaya ingat tidak ada yang benar. kacau.ini kayak marketing kibul2.jual cuma bilang-bilangmaaf kalau mau beli harus sudah daftar dulu di hari kemarin.ini form pendaftarannya dikeluarkan hari ini""",0
kebanyakan bug nih aplikasi sampah,0
"error parah, jadwal tidak keluar sama sekali.come on kai",0
"aplikasi tidak jelas, kalah pesan sama yang dari web",0
kenapa tidak bisa anjing,0
agak lambat ya responnya. terus ini pilihan upgrade benefitnya apa? meminta ktp plus foto selfie dengan ktp pula.,0
"pengalaman saya dengan jak lingko sangat buruk justru pada saat ketika saya sangat membutuhkan jak lingko. feeder tj rute serpong-kalideres yang hanya melayani hingga jam 10 malam, akhirnya membuat saya terlunta-lunta. ditambah lagi, feeder tj rute yang sama juga seringkali terlambat hingga 30-40 menit, sehingga acara saya batal. semoga ada penambahan feeder tj rute yang sama, dari yang hanya sejam sekali menjadi sejam 2-3x. selain itu, tolonglah jam operasionalnya ditambah supaya memudahkan.",0
"kenapa aplikasinya selalu keluar sendiri? padahal mau verifikasi ktp dan ngisi indentitas lainya. pas mau mesen tiket juga sering keluar sendiri, padahal sinyal bagus, sudah pakai data dan wifi tetap saja keluar sendiri. ini kenapa error ap nya? mohon developer segera memeberikan solusi dan memperbaikinya.",0
saat ada keadaan genting mau batalkan pesanan susah dan dibuat ribet mau lewat aplikasi ataupun ke stasiun tetap susah tidak bisa padahal masih 2 jam lebih sebelum waktu pembatalan,0
belum muncul tjpaynya,0
mungkin memang bisa mengurangi antrian di loket. tapi aplikasinya selalu bikin ribet pas mau di pakai. tiap mau buka harus update aplikasi menuhin memori saja. dan kadang error tidak bisa pakai beli tiket jadi harus instal ulang. pokoknya tiap mau naik kereta selaly dibikin pusing karena harus update terus aplikasi nya,0
"tolol tidak guna, sudah memasuki data yang benar malah berubah sendiri datanya! akhirnya tiket saya hangus karena salah data yang tiba-tiba berubah.",0
"saya melakukan top up kai pay saldonya tidak masuk, untung cuma 10.000",0
aplikasi rusak,0
"semakin kesini, pelayanan petugas tj bad attitude, terutama petugas tj halte palmerah yang tidak banget! saya biasa ngetap kartu di dalam busway itu tidak apa-apa dan sudah sering karena takut ktinggalan, tapi hari ini di jam 2 siang malah di tegor dengan nada keras sama salah satu petugas di halte palmerah, mengasih tau kalau harus tap kartu di halte, sdangkan customer dpan saya yang ngetap kartu di dalam busway tidak di tegor, kalau menjalani tugas sesuai sop tlong adil dong! tlong yang kayak begini di briefingkan kembali, perbaiki!",0
